shots,points,EVprimarypoints,plusminus,SH_A1,pim,team_name,name,SH_A2,EV_G,hits,position_str,SH_G,faceoff_attempts,person_id,5v5_A2,EV_A2,EV_A1,PP_G,assists,jersey_number,GAME_ID,faceoff_wins,PP_A1,H_A,PP_A2,player_id,5v5_A1,goals,5v5primarypoints,game_number,5v5_G,birthdate_year,primarypoints
0,0,0.0,0,0.0,0,Merritt Centennials,Victor Barakett,0.0,0.0,0,LW,0.0,0,9823,0,0.0,0.0,0.0,0,22,11356,0,0.0,H,0.0,7754,0,0,0,3,0,2002,0.0
0,0,0.0,0,0.0,0,Merritt Centennials,Mark Thurston,0.0,0.0,0,LW,0.0,0,8666,0,0.0,0.0,0.0,0,24,11356,0,0.0,H,0.0,6672,0,0,0,3,0,2003,0.0
0,1,1.0,0,0.0,0,Merritt Centennials,Connor Farren,0.0,1.0,0,C,0.0,0,8005,0,0.0,0.0,0.0,0,27,11356,0,0.0,H,0.0,6083,0,1,0,3,0,2003,0.0
0,1,1.0,0,0.0,0,Merritt Centennials,Diego Johnson,0.0,1.0,0,RW,0.0,0,9341,0,0.0,0.0,0.0,0,29,11356,0,0.0,H,0.0,7304,0,1,0,3,0,2006,0.0
0,2,2.0,0,0.0,0,Cranbrook Bucks,Jack Henry,0.0,1.0,0,RD,0.0,0,9812,0,0.0,1.0,0.0,1,2,11356,0,0.0,A,0.0,7743,0,1,0,3,0,2004,0.0
0,0,0.0,0,0.0,2,Cranbrook Bucks,Carsyn Good,0.0,0.0,0,LD,0.0,0,8955,0,0.0,0.0,0.0,0,3,11356,0,0.0,A,0.0,6941,0,0,0,3,0,2003,0.0
0,1,1.0,0,0.0,0,Cranbrook Bucks,Rhys Bentham,0.0,0.0,0,LD,0.0,0,7716,0,0.0,1.0,0.0,1,5,11356,0,0.0,A,0.0,5800,0,0,0,3,0,2002,0.0
0,1,0.0,0,0.0,0,Cranbrook Bucks,Bauer Morrissey,0.0,0.0,0,LD,0.0,0,8549,0,1.0,0.0,0.0,1,6,11356,0,0.0,A,0.0,6556,0,0,0,3,0,2002,0.0
0,1,1.0,0,0.0,0,Cranbrook Bucks,Jarrod Smith,0.0,1.0,0,C,0.0,0,8637,0,0.0,0.0,0.0,0,7,11356,0,0.0,A,0.0,6643,0,1,0,3,0,2004,0.0
0,1,1.0,0,0.0,0,Cranbrook Bucks,Jack Silich,0.0,1.0,0,RW,0.0,0,9817,0,0.0,0.0,0.0,0,8,11356,0,0.0,A,0.0,7748,0,1,0,3,0,2003,0.0
