GAME_ID,game_number,H_A,team_name,player_id,person_id,name,birth_date,birthdate_year,OA,jersey_number,position_str,shots,goals,assists,points,primarypoints,5v5primarypoints,EVprimarypoints,plusminus,hits,pim,5v5_G,5v5_A1,5v5_A2,EV_G,EV_A1,EV_A2,PP_G,PP_A1,PP_A2,SH_G,SH_A1,SH_A2,5v5_GF,5v5_GA,5v5_GF%,faceoff_wins,faceoff_attempts
1020217,2,A,Saskatoon Blades,29429,10001,Zach Olsen,2008-03-16,2008,0,27,C,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,28733,9100,Lukas Hansen,2005-02-22,2005,0,28,C,0,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29096,9580,Zach Moore,2006-06-07,2006,0,37,C,0,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29432,10004,Matthew Dowdall,2008-07-30,2008,0,43,RW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29122,9615,Smyth Rebman,2006-01-20,2006,0,46,C,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29165,9663,Fraser Leonard,2006-06-22,2006,0,49,D,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29261,9761,Morgan Tastad,2006-01-10,2006,0,52,D,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29434,10006,Nathan Guenther,2008-09-04,2008,0,55,D,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020217,2,A,Saskatoon Blades,29378,9942,William James,2006-09-28,2006,0,72,RW,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020218,3,H,Spokane Chiefs,28793,9185,Jaren Brinson,2004-05-08,2004,0,2,D,2,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020218,3,H,Spokane Chiefs,28945,9388,Ben Bonni,2004-08-08,2004,0,4,D,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
1020218,3,H,Spokane Chiefs,29106,9593,Nathan Mayes,2006-06-10,2006,0,5,D,0,0,0,0,0.0,0.0,0.0,+1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1020218,3,H,Spokane Chiefs,29464,10037,Kaden Allan,2008-01-25,2008,0,6,D,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
1020218,3,H,Spokane Chiefs,29339,9897,Owen Schoettler,2007-01-23,2007,0,7,D,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020218,3,H,Spokane Chiefs,28784,9157,Ty Cheveldayoff,2003-05-14,2003,OA,11,LW,0,0,0,0,0.0,0.0,0.0,-1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
1020218,3,H,Spokane Chiefs,29460,10033,Cohen Harris,2008-07-05,2008,0,12,RW,1,1,0,1,0.0,1.0,1.0,+1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
1020218,3,H,Spokane Chiefs,29461,10034,Brody Gillespie,2008-02-16,2008,0,15,C,0,0,1,1,0.0,0.0,0.0,+1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8,13
1020218,3,H,Spokane Chiefs,29466,10039,Lukáš Král,2003-02-03,2003,OA,16,LW,0,0,0,0,0.0,0.0,0.0,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1
1020218,3,H,Spokane Chiefs,28470,8813,Carter Streek,2004-01-13,2004,0,17,LW,1,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11,16
1020218,3,H,Spokane Chiefs,29101,9588,Will McIsaac,2006-05-26,2006,0,18,D,1,0,0,0,0.0,0.0,0.0,+1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1
1020218,3,H,Spokane Chiefs,29277,9777,Owen Martin,2007-05-11,2007,0,21,C,1,0,1,1,0.0,0.0,0.0,+1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8,18
1020218,3,H,Spokane Chiefs,29278,9778,Cole Wadsworth,2006-02-27,2006,0,22,LW,0,0,0,0,0.0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4
1020218,3,H,Spokane Chiefs,29462,10035,Coco Armstrong,2006-05-26,2006,0,23,RW,1,1,0,1,0.0,1.0,1.0,+1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
1020218,3,H,Spokane Chiefs,28814,9210,Saige Weinstein,2005-05-30,2005,0,24,D,0,0,0,0,0.0,0.0,0.0,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
1020218,3,H,Spokane Chiefs,29279,9779,Chase Harrington,2007-10-30,2007,0,26,LW,2,0,1,1,0.0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
1020218,3,H,Spokane Chiefs,29463,10036,Mathis Preston,2008-07-21,2008,0,29,C,4,0,0,0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,12
